Nov 14 12:16:52.706 INFO Logging to file                         path: "/data/validator/validators/logs/validator.log"
Nov 14 12:16:56.088 INFO Enabled validator                       voting_pubkey: 0x902ff56a7a4c5b6cc57708ea7b0b72cb54e4b821c95373f503648185f15208f6ca6281677fa0ecc14f911d7b7ca04f4e, signing_method: local_keystore
Nov 14 12:16:56.255 INFO Enabled validator                       voting_pubkey: 0x96c8d3dd08724624017f178393d176b425dab9dfa1cc3f62c7669337446baa601e0aa261c00c76bde07ba9a1a3582c0a, signing_method: local_keystore
Nov 14 12:16:56.446 INFO Enabled validator                       voting_pubkey: 0xb9d1d914df3d4565465c3fd52b5b96e637f9980570cabf5b5d4aadf5a329ac36ad672819d997e735f5052e28b1f0c104, signing_method: local_keystore
Nov 14 12:16:56.640 INFO Enabled validator                       voting_pubkey: 0xb7e6e187ed813d950a9a17d1e70c03e4de2903596c4c5ff326848515c985deee38198efebc265300cd4f1d6bd7b5d264, signing_method: local_keystore
Nov 14 12:16:56.831 INFO Enabled validator                       voting_pubkey: 0x8a0d241955104bedacb3b829162f2b457915c2beb9018ede8ef8ea80f401b471c42354358da9e62b51c38d54263a78a9, signing_method: local_keystore
Nov 14 12:16:57.040 INFO Enabled validator                       voting_pubkey: 0xa48cc260df1df875176cb17493a5b53d669c091da74d5075acb8952a641b1b7ef68d01f009c1a365d2fa80937c79dd6b, signing_method: local_keystore
Nov 14 12:16:57.229 INFO Enabled validator                       voting_pubkey: 0x8967da3c8071ba2bf632cd40ae08fbbf0a203c47c02af1948fc232a7a743c0c0cfbe51606b89f102f2f6de7f039fb155, signing_method: local_keystore
Nov 14 12:16:57.420 INFO Enabled validator                       voting_pubkey: 0xa9cf360aa15fb1d1d30ee2b578dc5884823c19661886ae8b892775ccb3bd96b7d7345569a2aa0b14e4d015c54a6a0c54, signing_method: local_keystore
Nov 14 12:16:57.595 INFO Enabled validator                       voting_pubkey: 0x92a93728c252a45ef587ca53a037593912599d82e2b8aa1b734b99d500a0ac8c142092ea8b3c2c34a28dc8ddf337a249, signing_method: local_keystore
Nov 14 12:16:57.769 INFO Enabled validator                       voting_pubkey: 0xb451eb0ff4990917aba6e3d80c34aee91ea1ce49053f38ae174cef107cb9acc595d0ca3fefcb804c9dd04510c630cabe, signing_method: local_keystore
Nov 14 12:16:57.934 INFO Enabled validator                       voting_pubkey: 0x9314c6de0386635e2799af798884c2ea09c63b9f079e572acc00b06a7faccce501ea4dfc0b1a23b8603680a5e3481327, signing_method: local_keystore
Nov 14 12:16:58.099 INFO Enabled validator                       voting_pubkey: 0xb08f7feb86786c37661afb9951a959c9b465fd11ca98fcbc908fcf49144084051f6c363e2eb4459da2c2d03d84175692, signing_method: local_keystore
Nov 14 12:16:58.265 INFO Enabled validator                       voting_pubkey: 0x81054bd51ce57a8415f0c8e0f2fbf94f5a8464552baa33263c20a4da062e5ed994a4d32c171106d2008cd063f48f6fe2, signing_method: local_keystore
Nov 14 12:16:58.462 INFO Enabled validator                       voting_pubkey: 0x8d58f7e2e58471b46d20a66a61f4cde3c78ab6c0505517c615e08d8ef5adf59b65fa2b01ea2395c84584a6f10d6cee2f, signing_method: local_keystore
Nov 14 12:16:58.646 INFO Enabled validator                       voting_pubkey: 0x88c141df77cd9d8d7a71a75c826c41a9c9f03c6ee1b180f3e7852f6a280099ded351b58d66e653af8e42816a4d8f532e, signing_method: local_keystore
Nov 14 12:16:58.839 INFO Enabled validator                       voting_pubkey: 0x872c61b4a7f8510ec809e5b023f5fdda2105d024c470ddbbeca4bc74e8280af0d178d749853e8f6a841083ac1b4db98f, signing_method: local_keystore
Nov 14 12:16:59.016 INFO Enabled validator                       voting_pubkey: 0x963528adb5322c2e2c54dc296ffddd2861bb103cbf64646781dfa8a3c2d8a8eda7079d2b3e95600028c44365afbf8879, signing_method: local_keystore
Nov 14 12:16:59.220 INFO Enabled validator                       voting_pubkey: 0xaa241b2afbb33f92a5d281aec9c8bac8997c1dddc051455fc0f334de48320f160b5029b552495aed21ed9ce252aab499, signing_method: local_keystore
Nov 14 12:16:59.399 INFO Enabled validator                       voting_pubkey: 0xae4d49364e4a36760cc74a675500055b9aed99bc19d31abb953ea156bb5a76dcf36769d15341b850114a30ffc8057780, signing_method: local_keystore
Nov 14 12:16:59.592 INFO Enabled validator                       voting_pubkey: 0xafc0fa2ed6a270de6122a19d4600380b7f9b5e974d16f095f1702f55792ecab0128b155a69f17ad64a6de0a7063642ec, signing_method: local_keystore
Nov 14 12:16:59.773 INFO Enabled validator                       voting_pubkey: 0x815042c33c1a43c1ee58a58ee074bc93a13c23a035dedee6879730220379d0c03ff4a3829240b6c34e56feb55cd322df, signing_method: local_keystore
Nov 14 12:16:59.941 INFO Enabled validator                       voting_pubkey: 0xac9f4df3f20a16a9fefad08817fcbc9a6ee17f7512db006414b4aa6f234c2313585ef72c5776df55fa6284af4bc3f631, signing_method: local_keystore
Nov 14 12:17:00.123 INFO Enabled validator                       voting_pubkey: 0x87c9f7605d07550b46c79add5ea4e39de5014c03833669257bd6666b7ec838f53800104779940d8cdd884275a0f6a3ef, signing_method: local_keystore
Nov 14 12:17:00.307 INFO Enabled validator                       voting_pubkey: 0xb7721412ae5a793f34ac8866698b221c67ef8272eba44d3030512ec3f7ed8ffcb620b58f17809690d5276423e849827f, signing_method: local_keystore
Nov 14 12:17:00.491 INFO Enabled validator                       voting_pubkey: 0xaef9162ee6f29ee82fbfe387756d84f9ac472eb8709217aaf28f5ef0ea273f6210e531496470b30d2b7747216e3672d5, signing_method: local_keystore
Nov 14 12:17:00.677 INFO Enabled validator                       voting_pubkey: 0xb397692ccbf442bfe078174c85dbad7fd605e4ff1caf2904b31e4a4c79d6444813ad9b2093ac8fbd4dd59ec7a4c8c006, signing_method: local_keystore
Nov 14 12:17:00.873 INFO Enabled validator                       voting_pubkey: 0x974b2aed17665e51c1c091998ca9649875330947de3d2733a5bd2eda69b0c593cdac2e416993a87f9a17aec1ccdc2368, signing_method: local_keystore
Nov 14 12:17:01.089 INFO Enabled validator                       voting_pubkey: 0x80a2be2c7dbce8ddc2eba03522697587c375a5a9e92d4b31ed9e3c34bee047095d93e3c70b1662b3faa301f5b19978e5, signing_method: local_keystore
Nov 14 12:17:01.308 INFO Enabled validator                       voting_pubkey: 0x8be11e9ead2e1bb5be7e2ec066ff83589558a5d9373666b3fc518a6a6639b3baecb87f8f34895f63e8d09d270d93ce04, signing_method: local_keystore
Nov 14 12:17:01.477 INFO Enabled validator                       voting_pubkey: 0xa8e3c2d3ac4e0e3c83380577ff7b7b5b2a98571e0d04ddebc0a6c472ce3bc5cc6a6733be728a0ee17da74b7691d2679d, signing_method: local_keystore
Nov 14 12:17:01.661 INFO Enabled validator                       voting_pubkey: 0xa8d4c7c27795a725961317ef5953a7032ed6d83739db8b0e8a72353d1b8b4439427f7efa2c89caa03cc9f28f8cbab8ac, signing_method: local_keystore
Nov 14 12:17:01.866 INFO Enabled validator                       voting_pubkey: 0x8794388915e86e4988363cdd4289ad19182209c873cbbbf5a80ff5c99f93acb839807787a77ad2b603f074405d7ed08b, signing_method: local_keystore
Nov 14 12:17:02.030 INFO Enabled validator                       voting_pubkey: 0xb5bb0162a4f27d1bab4c7dc3d20f5a75d6ee98c56bcd309a1f0f307685ad47ffb8a35bfdf8431b9b954b59662a74c478, signing_method: local_keystore
Nov 14 12:17:02.238 INFO Enabled validator                       voting_pubkey: 0xb245d63d3f9d8ea1807a629fcb1b328cb4d542f35a3d5bc478be0df389dddd712fc4c816ba3fede9a96320ae6b24a7d8, signing_method: local_keystore
Nov 14 12:17:02.404 INFO Enabled validator                       voting_pubkey: 0x8826e820179fd321819e78ffee16f50ac528db2da71ad8c269f60b878bc4887c79c0545b3d750e86e490d5ba9083cb70, signing_method: local_keystore
Nov 14 12:17:02.567 INFO Enabled validator                       voting_pubkey: 0x9243ef5ed3bd28892d1ef4f7aaf29faeb9c0e725673cd38e308bd756f20a9ee09de5cd9822e5e77bd03b734ef8a92695, signing_method: local_keystore
Nov 14 12:17:02.741 INFO Enabled validator                       voting_pubkey: 0xb89bebc699769726a318c8e9971bd3171297c61aea4a6578a7a4f94b547dcba5bac16a89108b6b6a1fe3695d1a874a0b, signing_method: local_keystore
Nov 14 12:17:02.912 INFO Enabled validator                       voting_pubkey: 0x98f620aadc4e58392b5b583fed96c452b54c39ba3a9fe8c277f625fae7e1317d034f732995fd88c1461463edd0f2b86d, signing_method: local_keystore
Nov 14 12:17:03.085 INFO Enabled validator                       voting_pubkey: 0x86a73886aa0114bbdbba346cb7c07376c81b549a4802c24d98ebbc54a6a1b5d2ac874ef657cfb27c3644fcb85f97a2b5, signing_method: local_keystore
Nov 14 12:17:03.270 INFO Enabled validator                       voting_pubkey: 0xaecc56f2b1c4011d450214d3e1254479d583a6a5c2c06fbc049512731f76227d140df9f36a3f76b4ccb4df1342403573, signing_method: local_keystore
Nov 14 12:17:03.450 INFO Enabled validator                       voting_pubkey: 0x8dd74e1bb5228fc1fca274fda02b971c1003a4f409bbdfbcfec6426bf2f52addcbbebccdbf45eee6ae11eb5b5ee7244d, signing_method: local_keystore
Nov 14 12:17:03.620 INFO Enabled validator                       voting_pubkey: 0xb7ee0ef26144de04d9cc80864b869b7ecafbf1b7c0050403cc3c3b514368713b8bb708c464568a18c837e1fd21d09063, signing_method: local_keystore
Nov 14 12:17:03.800 INFO Enabled validator                       voting_pubkey: 0x81283b7a20e1ca460ebd9bbd77005d557370cabb1f9a44f530c4c4c66230f675f8df8b4c2818851aa7d77a80ca5a4a5e, signing_method: local_keystore
Nov 14 12:17:03.976 INFO Enabled validator                       voting_pubkey: 0xa852816b8e463178eea5acebb4b86d0acb6d8c6812cf313296bd271ea4d2fd89d281e5fc296df4df49019169bdf96922, signing_method: local_keystore
Nov 14 12:17:04.143 INFO Enabled validator                       voting_pubkey: 0x92f43d79d9f488010b310a54f3fc2e7f4be191ca06d93e588c30c8abf59a52190e060b285ac626eb13cd95bbcc3a0a2a, signing_method: local_keystore
Nov 14 12:17:04.326 INFO Enabled validator                       voting_pubkey: 0xa7f5d408af436d71ec7acfe9a4592679649d326c00ac92c6f3332423be30c3601d232f265078f1f2a5d6d6cde08de7d7, signing_method: local_keystore
Nov 14 12:17:04.492 INFO Enabled validator                       voting_pubkey: 0x8dde8306920812b32def3b663f7c540b49180345d3bcb8d3770790b7dc80030ebc06497feebd1bcf017d918f00bfa88f, signing_method: local_keystore
Nov 14 12:17:04.665 INFO Enabled validator                       voting_pubkey: 0x876dd4705157eb66dc71bc2e07fb151ea53e1a62a0bb980a7ce72d15f58944a8a3752d754f52f4a60dbfc7b18169f268, signing_method: local_keystore
Nov 14 12:17:04.865 INFO Enabled validator                       voting_pubkey: 0x8db9f236d3483af79703244c7034b5267a0546c3c840d4e91fdcdd466373d62d960553982225ca5f7666dd7375a29c19, signing_method: local_keystore
Nov 14 12:17:05.072 INFO Enabled validator                       voting_pubkey: 0x903e2989e7442ee0a8958d020507a8bd985d3974f5e8273093be00db3935f0500e141b252bd09e3728892c7a8443863c, signing_method: local_keystore
Nov 14 12:17:05.237 INFO Enabled validator                       voting_pubkey: 0x9698d9519a02b64f230e5a2520401799c2ca7d69ab23a6d9817943147264bf00d409264b928718245efff4f7ee97dd5c, signing_method: local_keystore
Nov 14 12:17:05.399 INFO Enabled validator                       voting_pubkey: 0x84398f539a64cbe01cfcd8c485ea51cd6657b94df93ee9b5dc61e1f18f69da6ca9d4dba63c956a81c68d5d4d4277a60f, signing_method: local_keystore
Nov 14 12:17:05.568 INFO Enabled validator                       voting_pubkey: 0xb8cd1cef89aa1567a6058957442a698cf1b267130606f749451152959a5dfb50d243890d4adc2c3309f7696d54af1260, signing_method: local_keystore
Nov 14 12:17:05.735 INFO Enabled validator                       voting_pubkey: 0xaf344fce60dbd5fb850070e6e76a065e1a32485245ef4f413135a86ae703da88407c5d01c71f6bb06a151ff96cca7191, signing_method: local_keystore
Nov 14 12:17:05.900 INFO Enabled validator                       voting_pubkey: 0x9648b83a4f09b4ca2021f0c193c5c41df1465715761bca52671ca790a3e92d67686b97b3d54c6110409779df887bd9c6, signing_method: local_keystore
Nov 14 12:17:06.064 INFO Enabled validator                       voting_pubkey: 0x91ae4686b0d20470409f020eaca826c3efc6c1926ed25d05e6f0f7916391ec89c2341917277c437ac8fffffe94b68111, signing_method: local_keystore
Nov 14 12:17:06.246 INFO Enabled validator                       voting_pubkey: 0xa98ed496c2f464226500a6ce04602ff9ef133ed6316f372f6c744aee165149f7e578b12780e0eacec307ae6907351d99, signing_method: local_keystore
Nov 14 12:17:06.418 INFO Enabled validator                       voting_pubkey: 0x9977f1c8b731a8d5558146bfb86caea26434f3c5878b589bf280a42c9159e700e9df0e4086296c20b011d2e78c27d373, signing_method: local_keystore
Nov 14 12:17:06.592 INFO Enabled validator                       voting_pubkey: 0x98f011f9a4dff94eb0352ff6e21b7df45e2a112bd5d789b5729111b89b368e7ed554e4d1c16b72f4d105090173cafed2, signing_method: local_keystore
Nov 14 12:17:06.769 INFO Enabled validator                       voting_pubkey: 0xa3862121db5914d7272b0b705e6e3c5336b79e316735661873566245207329c30f9a33d4fb5f5857fc6fd0a368186972, signing_method: local_keystore
Nov 14 12:17:06.931 INFO Enabled validator                       voting_pubkey: 0x92bd81b8e9099b9ca87a2033fdd84475752dc34a0fae0a8e50aabf4d3baff9cd45ed56508c837023944350f53dbc4ac7, signing_method: local_keystore
Nov 14 12:17:07.105 INFO Enabled validator                       voting_pubkey: 0x8a298ee1ac0466ecaa04d5798048c6e192409af63217f32fd7e07794cfcdcd8deca055b9782dd1ad45a578a9ec10606c, signing_method: local_keystore
Nov 14 12:17:07.287 INFO Enabled validator                       voting_pubkey: 0x914b56f41c411fbfca9dc9763f44daf253c103b162457d07954fd0af768b5e74692b4639c22455fb81d71f7ed6144514, signing_method: local_keystore
Nov 14 12:17:07.453 INFO Enabled validator                       voting_pubkey: 0xa6d310dbbfab9a22450f59993f87a4ce5db6223f3b5f1f30d2c4ec718922d400e0b3c7741de8e59960f72411a0ee10a7, signing_method: local_keystore
Nov 14 12:17:07.616 INFO Enabled validator                       voting_pubkey: 0x94f0c8535601596eb2165adb28ebe495891a3e4ea77ef501e7790cccb281827d377a5a8d4c200e3595d3f38f8633b480, signing_method: local_keystore
Nov 14 12:17:07.782 INFO Enabled validator                       voting_pubkey: 0xa8be337b3d0e6be415dcb037b246831f9966aacef62b69d6b609e4ff8208bc536c6473bc9fe9e3bec9a8665c8caa05c5, signing_method: local_keystore
Nov 14 12:17:07.946 INFO Enabled validator                       voting_pubkey: 0xa98c264dfc3bc3ed635df5dbfd54909e77600cd68480ec201d9f5c416580591daaa9735b04743e10e7fc6370a8189775, signing_method: local_keystore
Nov 14 12:17:08.113 INFO Enabled validator                       voting_pubkey: 0x99f6e5b80dc52407f0436d3474bd5da5ff23a19cb188b933af6312d9793cbfd54f9e72596c5d481a1ed8d705b81c1f0e, signing_method: local_keystore
Nov 14 12:17:08.281 INFO Enabled validator                       voting_pubkey: 0xab0bdda0f85f842f431beaccf1250bf1fd7ba51b4100fd64364b6401fda85bb0069b3e715b58819684e7fc0b10a72a34, signing_method: local_keystore
Nov 14 12:17:08.445 INFO Enabled validator                       voting_pubkey: 0xa3177a98f653cea646f525f0f13348efb27e0d3d0cd824704c91d8d959096d259c9e577298f444acc629920c9619be50, signing_method: local_keystore
Nov 14 12:17:08.608 INFO Enabled validator                       voting_pubkey: 0x8bb7aa61aa8bbd2b7825d28c340da89b625381232dcf2742276b4e3a2e4a0f42ef68794fdf005d94014636732fba2f40, signing_method: local_keystore
Nov 14 12:17:08.774 INFO Enabled validator                       voting_pubkey: 0xae00fc3de831b09661a0ac02873c45c84cb2b58cffb6430a3f607e4c3fa1e0932397f11307cd169cdc6f79c463527260, signing_method: local_keystore
Nov 14 12:17:08.939 INFO Enabled validator                       voting_pubkey: 0x96ef954b331a534199f4f113d993a50ec7a781fc5aa2a181ea0bdbfd4c5c557abfebfcc02604d5aef52ba64afbe0ff18, signing_method: local_keystore
Nov 14 12:17:09.102 INFO Enabled validator                       voting_pubkey: 0x8f1ef3639aea57fef705847e251b785bb608a848f42d9107c494cbc696be35642f6552fb83174ca2e73632568a5667f4, signing_method: local_keystore
Nov 14 12:17:09.264 INFO Enabled validator                       voting_pubkey: 0x96746aaba64dc87835ba709332f4d5d7837ada092b439c49d251aecf92aab5dc132e917bf6f59799bc093f976a7bc021, signing_method: local_keystore
Nov 14 12:17:09.425 INFO Enabled validator                       voting_pubkey: 0xa5869ba554d1432b09ee677c117511291b9901f169e870831f457caa6ccfab376cb1fe33813bdb495cf4afec9ea35fdf, signing_method: local_keystore
Nov 14 12:17:09.589 INFO Enabled validator                       voting_pubkey: 0xab8d3a9bcc160e518fac0756d3e192c74789588ed4a2b1debf0c78f78479ca8edb05b12ce21103076df6af4eb8756ff9, signing_method: local_keystore
Nov 14 12:17:09.751 INFO Enabled validator                       voting_pubkey: 0x83802cd575a3cea7e3e38fc1a73d94a9e4fdb999b8494e7929309c009d79a23edb1ba091ac02588f130e0585fb106540, signing_method: local_keystore
Nov 14 12:17:09.917 INFO Enabled validator                       voting_pubkey: 0x92977e71396633d442f61e16a0cfcf8ffad0af93c9f1b7fdf4f7ccb816de052925fc192922d6252d325ef9fa2e0595d2, signing_method: local_keystore
Nov 14 12:17:10.080 INFO Enabled validator                       voting_pubkey: 0x9893413c00283a3f9ed9fd9845dda1cea38228d22567f9541dccc357e54a2d6a6e204103c92564cbc05f4905ac7c493a, signing_method: local_keystore
Nov 14 12:17:10.243 INFO Enabled validator                       voting_pubkey: 0xaec922bd7a9b7b1dc21993133b586b0c3041c1e2e04b513e862227b9d7aecaf9444222f7e78282a449622ffc6278915d, signing_method: local_keystore
Nov 14 12:17:10.424 INFO Enabled validator                       voting_pubkey: 0xaca5e4979f281b5ab0ea0f549d6dcc34989607c335e94efedeffc7e73b393f42c7b11d76144a750f82600b21d10b6777, signing_method: local_keystore
Nov 14 12:17:10.588 INFO Enabled validator                       voting_pubkey: 0xafe6eface52fb6de91055a81abf9aa6e42ce2ef36fd8ae0d09aec6e5d8bd40a065dfccda6104af94df3f7a5854559ef4, signing_method: local_keystore
Nov 14 12:17:10.749 INFO Enabled validator                       voting_pubkey: 0xa1c76af1545d7901214bb6be06be5d9e458f8e989c19373a920f0018327c83982f6a2ac138260b8def732cb366411ddc, signing_method: local_keystore
Nov 14 12:17:10.910 INFO Enabled validator                       voting_pubkey: 0xa99a76ed7796f7be22d5b7e85deeb7c5677e88e511e0b337618f8c4eb61349b4bf2d153f649f7b53359fe8b94a38e44c, signing_method: local_keystore
Nov 14 12:17:11.083 INFO Enabled validator                       voting_pubkey: 0x954eb88ed1207f891dc3c28fa6cfdf8f53bf0ed3d838f3476c0900a61314d22d4f0a300da3cd010444dd5183e35a593c, signing_method: local_keystore
Nov 14 12:17:11.244 INFO Enabled validator                       voting_pubkey: 0xa3a32b0f8b4ddb83f1a0a853d81dd725dfe577d4f4c3db8ece52ce2b026eca84815c1a7e8e92a4de3d755733bf7e4a9b, signing_method: local_keystore
Nov 14 12:17:11.408 INFO Enabled validator                       voting_pubkey: 0x8d5d3672a233db513df7ad1e8beafeae99a9f0199ed4d949bbedbb6f394030c0416bd99b910e14f73c65b6a11fe6b62e, signing_method: local_keystore
Nov 14 12:17:11.572 INFO Enabled validator                       voting_pubkey: 0xae241af60691fda1cf8ca44d49573c55818c53b6141800cca2d488b9a3fba71c0f869179fff50c084657831fbeb42bf4, signing_method: local_keystore
Nov 14 12:17:11.734 INFO Enabled validator                       voting_pubkey: 0x8bf2630491d2a480ec243b00d65d76e69615e67d3df5d8c14ca7506edd8e896a9083e8ee9e4129af0f6d896a3225c08c, signing_method: local_keystore
Nov 14 12:17:11.913 INFO Enabled validator                       voting_pubkey: 0x8bb9e1693eab1496d7583bf22fb1f2a475934c63b4d94118940617aa187bc277f738223e0ec1ce8a5566035d9bcc5470, signing_method: local_keystore
Nov 14 12:17:12.084 INFO Enabled validator                       voting_pubkey: 0x925b1fb57c06b5668567bd5aa196531032d6f8918dd4f702017c11b59288e3bdb98e3820ac22780f73580a4119de4bbc, signing_method: local_keystore
Nov 14 12:17:12.973 INFO Modified key_cache saved successfully
Nov 14 12:17:12.974 INFO Initialized validators                  enabled: 100, disabled: 0
Nov 14 12:17:13.019 WARN A connected beacon node errored during routine health check, endpoint: http://beacon:3500/, error: Uninitialized
Nov 14 12:17:13.019 INFO Initialized beacon node connections     available: 1, total: 1
Nov 14 12:17:13.021 INFO Loaded validator keypair store          voting_validators: 100
Nov 14 12:17:13.026 INFO HTTP API server is disabled
Nov 14 12:17:13.026 INFO Genesis has already occurred            seconds_ago: 30
Nov 14 12:17:13.026 INFO Block production service started        service: block
Nov 14 12:17:13.026 INFO Attestation production service started  next_update_millis: 5973, service: attestation
Nov 14 12:17:13.026 INFO Sync committee service started          next_update_millis: 5973, service: sync_committee
Nov 14 12:17:13.026 INFO Validator registration service started  service: preparation
Nov 14 12:17:13.026 INFO Proposer preparation service started    service: preparation
Nov 14 12:17:13.026 INFO Doppelganger protection disabled.
Nov 14 12:17:13.030 INFO Validator exists in beacon chain        fee_recipient: 0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990, validator_index: 61, pubkey: 0x8a0d241955104bedacb3b829162f2b457915c2beb9018ede8ef8ea80f401b471c42354358da9e62b51c38d54263a78a9, service: duties
Nov 14 12:17:13.030 INFO Validator exists in beacon chain        fee_recipient: 0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990, validator_index: 47, pubkey: 0x9698d9519a02b64f230e5a2520401799c2ca7d69ab23a6d9817943147264bf00d409264b928718245efff4f7ee97dd5c, service: duties
Nov 14 12:17:13.031 INFO Validator exists in beacon chain        fee_recipient: 0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990, validator_index: 54, pubkey: 0xa48cc260df1df875176cb17493a5b53d669c091da74d5075acb8952a641b1b7ef68d01f009c1a365d2fa80937c79dd6b, service: duties
Nov 14 12:17:13.031 INFO Validator exists in beacon chain        fee_recipient: 0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990, validator_index: 43, pubkey: 0xb7ee0ef26144de04d9cc80864b869b7ecafbf1b7c0050403cc3c3b514368713b8bb708c464568a18c837e1fd21d09063, service: duties
Nov 14 12:17:13.032 INFO Validator exists in beacon chain        fee_recipient: 0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990, validator_index: 25, pubkey: 0x96746aaba64dc87835ba709332f4d5d7837ada092b439c49d251aecf92aab5dc132e917bf6f59799bc093f976a7bc021, service: duties
Nov 14 12:17:13.033 INFO Validator exists in beacon chain        fee_recipient: 0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990, validator_index: 7, pubkey: 0xa8d4c7c27795a725961317ef5953a7032ed6d83739db8b0e8a72353d1b8b4439427f7efa2c89caa03cc9f28f8cbab8ac, service: duties
Nov 14 12:17:13.033 INFO Validator exists in beacon chain        fee_recipient: 0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990, validator_index: 95, pubkey: 0x8967da3c8071ba2bf632cd40ae08fbbf0a203c47c02af1948fc232a7a743c0c0cfbe51606b89f102f2f6de7f039fb155, service: duties
Nov 14 12:17:13.034 INFO Validator exists in beacon chain        fee_recipient: 0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990, validator_index: 24, pubkey: 0xae241af60691fda1cf8ca44d49573c55818c53b6141800cca2d488b9a3fba71c0f869179fff50c084657831fbeb42bf4, service: duties
Nov 14 12:17:13.034 INFO Validator exists in beacon chain        fee_recipient: 0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990, validator_index: 32, pubkey: 0xa9cf360aa15fb1d1d30ee2b578dc5884823c19661886ae8b892775ccb3bd96b7d7345569a2aa0b14e4d015c54a6a0c54, service: duties
Nov 14 12:17:13.035 INFO Validator exists in beacon chain        fee_recipient: 0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990, validator_index: 71, pubkey: 0xa8a18565733e70663c77bc0c80e08f50de908cc048152f1e7dae85d8cc218afbdd337d7d33a44e25400be2f06907c64a, service: duties
Nov 14 12:17:13.036 INFO Validator exists in beacon chain        fee_recipient: 0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990, validator_index: 6, pubkey: 0x9977f1c8b731a8d5558146bfb86caea26434f3c5878b589bf280a42c9159e700e9df0e4086296c20b011d2e78c27d373, service: duties
Nov 14 12:17:13.037 INFO Validator exists in beacon chain        fee_recipient: 0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990, validator_index: 89, pubkey: 0x83802cd575a3cea7e3e38fc1a73d94a9e4fdb999b8494e7929309c009d79a23edb1ba091ac02588f130e0585fb106540, service: duties
Nov 14 12:17:13.037 INFO Validator exists in beacon chain        fee_recipient: 0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990, validator_index: 87, pubkey: 0x96c8d3dd08724624017f178393d176b425dab9dfa1cc3f62c7669337446baa601e0aa261c00c76bde07ba9a1a3582c0a, service: duties
Nov 14 12:17:13.038 INFO Validator exists in beacon chain        fee_recipient: 0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990, validator_index: 13, pubkey: 0x903e2989e7442ee0a8958d020507a8bd985d3974f5e8273093be00db3935f0500e141b252bd09e3728892c7a8443863c, service: duties
